device,chipset,system,game,performance,driver,emulator,update,notes,date added
Retroid Pocket 5,sd865,switch,Aew Fight Forever,Great,Turnip 24.3.0 9v2,Yuzu,1,Plays surprisingly great with latest update and DLC. Occasionally freezes for about a second during a match but nothing crazy,2025/1/15
Retroid Pocket 5,sd865,switch,Emio: The Smiling Man - Famicom Detective Club,Perfect,Turnip 24.3.0 9v2,Sudachi,1,Runs well without additional tweaks. No noticeable issues after several hours of play.,2025/1/15
Retroid Pocket 5,sd865,switch,Rollercoaster Tycoon Classic,Perfect,Turnip 24.3.0 9v2,Sudachi,1.2.174,Runs really well,2025/1/15
Retroid Pocket 5,sd865,switch,Sonic Frontiers,Great,Turnip 24.3.0 9v2,Citron,1,"0.75x, force maximum clocks, use asynchronous shaders",2025/1/15
Retroid Pocket 5,sd865,switch,Sonic X Shadow Generations,Perfect,Turnip 24.3.0 9v2,Citron,1,Audio Output: cubeb to correct audio issues,2025/1/15
Retroid Pocket 5,sd865,switch,South Park: The Stick Of Truth,Perfect,Turnip 24.3.0 9v2,Citron,1.01,-,2025/1/15
Retroid Pocket 5,sd865,switch,XCOM 2,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.0.3,"With or without the update, on yuzu, sudachi and citron, the game freezes when choosing either the game without DLCs or the game with dlcs.",2025/1/15
Retroid Pocket 5,sd865,switch,Abzu,Great,Turnip 24.3.0 9v2,Sudachi,1,Plays ery well,2025/1/14
Retroid Pocket 5,sd865,switch,Afterimage,Great,Turnip 24.3.0 9v2,Sudachi,1.2.0,same settings works on Yuzu and Suyu,2025/1/14
Retroid Pocket 5,sd865,switch,Final Fantasy XII,Perfect,Turnip 24.3.0 9v2,Yuzu,1,-,2025/1/14
Retroid Pocket 5,sd865,switch,Hotline Miami 1 &amp; 2,Perfect,Turnip 24.3.0 9v2,Yuzu,2.0.3,"it crashes at first then it will work if you launch it again, no crashes after.",2025/1/14
Retroid Pocket 5,sd865,switch,Kirby Star Allies,Great,Turnip 24.3.0 9v2,Sudachi,3.0.0,The only issues (which might be bad for epileptics) is ery bad flickering sometimes. If you can get past that you can 100% beat oid Termia and beat the game,2025/1/14
Retroid Pocket 5,sd865,switch,Mario + Rabbids Kingdom Battle,Unplayable,Turnip 24.3.0 9v2,Sudachi,1.9.0,Glitch in shadows - Plays OK (variable fps) up to the second tutorial battle where game freezes. Tested multiple parameters adjustment without success,2025/1/14
Retroid Pocket 5,sd865,switch,Naiad,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,"Kept freezing in first scene, when tabbing out it would temporarily run.",2025/1/14
Retroid Pocket 5,sd865,switch,Spirit Hunter: Death Mark 2,Perfect,Turnip 24.3.0 9v2,Yuzu,1.04,"plays perfectly, default settings",2025/1/14
Retroid Pocket 5,sd865,switch,Torchlight II,Perfect,Turnip 24.3.0 9v2,Sudachi,1.1.98762,Plays ery well !,2025/1/14
Retroid Pocket 5,sd865,switch,Happy's Humble Burger Farm,Perfect,Turnip 23.0.0,Sudachi,1,"Rare minor graphical glitches, but otherwise runs at a buttery smooth 30 fps!",2025/1/13
Retroid Pocket 5,sd865,switch,Ghost Trick: Phantom Detective,Perfect,Turnip 24.3.0 9v2,Yuzu,1,"works perfect, didn't played too much tho",2025/1/13
Retroid Pocket 5,sd865,switch,Planescape Tournament And Icewind Dale,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Ensure update is disabled. Crashes unless played on 1.0,2025/1/13
Retroid Pocket 5,sd865,switch,Monster Hunter Rise,Unplayable,Turnip 24.3.0 9v2,Yuzu,1,"No luck with qualcomm or Turnip 9v2 on Yuzu, Sudachi, Citron, or Suyu",2025/1/12
Retroid Pocket 5,sd865,switch,Paper Mario: The Thousand-Year Door,Unplayable,Turnip 24.3.0 9v2,Sudachi,1,froze after into battle,2025/1/12
Retroid Pocket 5,sd865,switch,Persona 4 Golden,Perfect,Turnip 24.3.0 9v2,Citron,1,"Great 60 fps. Occasionally crashes, but I find these settings most stable.",2025/1/12
Retroid Pocket 5,sd865,switch,Crow Country,Perfect,Qualcomm 0.746.0,Yuzu,1,-,2025/1/11
Retroid Pocket 5,sd865,switch,Captain Toad: Treasure Tracker,Great,Turnip 24.3.0 9v2,Yuzu,1,-,2025/1/11
Retroid Pocket 5,sd865,switch,Shantae: 1/2 Genie Hero - Ultimate Edition,Perfect,Turnip 24.3.0 9v2,Sudachi,1,-,2025/1/11
Retroid Pocket 5,sd865,switch,Subnautica,Perfect,Turnip 24.3.0 9v2,Yuzu,1.21.71113,Stable 30fps in docked mode,2025/1/11
Retroid Pocket 5,sd865,switch,Freedom Wars Remastered,Perfect,Qualcomm 0.746.0,Yuzu,1,PERFECT 30fps docked mode!! Looks great!,2025/1/10
Retroid Pocket 5,sd865,switch,Ys Memoire: The Oath In Felghana,Perfect,Qualcomm 0.746.0,Yuzu,1.0.1,"Perfect 60fps docked, use audio engine cubeb to prevent audio glitching",2025/1/10
Retroid Pocket 5,sd865,switch,Boti: Byteland Overclocked,Playable,Turnip 24.3.0 9v2,Yuzu,1,Handheld mode gets mostly 30fps but there is def some glitching and dips,2025/1/10
Retroid Pocket 5,sd865,switch,Pikmin 3 Deluxe,Perfect,Turnip 24.3.0 9v2,Sudachi,1,"Perfect up until the Armored Mawdad, I haven't tested afterwards.",2025/1/10
Retroid Pocket 5,sd865,switch,Nickelodeon All-Star Brawl 2,Great,Qualcomm 0.746.0,Yuzu,1,Works well handheld mode almost perfect 30fps just takes awhile to load in game,2025/1/9
Retroid Pocket 5,sd865,switch,One Piece Pirate Warriors 3,Great,Qualcomm 0.746.0,Yuzu,1,"About 45fps handheld mode, good experience",2025/1/9
Retroid Pocket 5,sd865,switch,One Piece Unlimited World Red Deluxe Edition,Perfect,Qualcomm 0.746.0,Yuzu,1,"Perfect 60fps docked, looks great",2025/1/9
Retroid Pocket 5,sd865,switch,Steins;Gate Elite,Perfect,Qualcomm 0.746.0,Yuzu,1.0.2,Perfect 60fps docked,2025/1/9
Retroid Pocket 5,sd865,switch,The Smurfs Mission Villeaf,Perfect,Qualcomm 0.746.0,Yuzu,1.0.17.8,Perfect 30fps docked,2025/1/9
Retroid Pocket 5,sd865,switch,The Stanley Parable: Ultra Deluxe,Great,Qualcomm 0.746.0,Yuzu,1.04,"50-60fps docked, feels great",2025/1/9
Retroid Pocket 5,sd865,switch,To The Moon,Perfect,Qualcomm 0.746.0,Yuzu,1,Perfect 60fps docked,2025/1/9
Retroid Pocket 5,sd865,switch,Toem,Perfect,Qualcomm 0.746.0,Yuzu,3,"Flawless 60fps docked, looks great on oled",2025/1/9
Retroid Pocket 5,sd865,switch,Beyblade X Xone,Unplayable,Turnip 24.3.0 9v2,Sudachi,1.0.6,crash after character selection,2025/1/9
Retroid Pocket 5,sd865,switch,Beyblade X Xone,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.0.6,Crash after character selection,2025/1/9
Retroid Pocket 5,sd865,switch,Dragon Quest X,Playable,Turnip 24.3.0 9v2,Yuzu,1.0.1,20-30fps handheld mode but its in japanese,2025/1/9
Retroid Pocket 5,sd865,switch,Salt And Sanctuary,Great,Turnip 24.3.0 9v2,Yuzu,1.0.3,"Almost perfect, ery slight dips in some places but super playable",2025/1/9
Retroid Pocket 5,sd865,switch,The Hong Kong Massacre,Playable,Qualcomm 0.746.0,Suyu,1,25fps docked,2025/1/8
Retroid Pocket 5,sd865,switch,ScourgeBringer,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2025/1/8
Retroid Pocket 5,sd865,switch,Victory Heat Rally,Great,Turnip 24.3.0 9v2,Sudachi,1,"Seems to be running at full speed during races. There is a bit of slowdown during the intro to the races, but I am not sure if that happens on actual console. Played about 30 mins in.",2025/1/8
Retroid Pocket 5,sd865,switch,Ys Memoire: The Oath In Felghana,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.1,Played through the first dungeon,2025/1/8
Retroid Pocket 5,sd865,switch,Eternights,Perfect,Qualcomm 0.746.0,Yuzu,1.0.2,Perfect 30fps docked,2025/1/7
Retroid Pocket 5,sd865,switch,Hatsune Miku: Project Diva Mega Mix,Great,Qualcomm 0.746.0,Citron,1,Slight frame drops in select songs. Otherwise runs well with low load times.,2025/1/7
Retroid Pocket 5,sd865,switch,Grounded,Playable,Turnip 24.3.0 9v2,Sudachi,1.0.4,"GPU accuracy set to high, undocked, res x0.75 12-20 fps",2025/1/7
Retroid Pocket 5,sd865,switch,The Legend of Zelda: Breath of the Wild,Playable,Turnip 24.3.0 9v2,Yuzu,1.14,-,2025/1/7
Retroid Pocket 5,sd865,switch,Sniper Elite 3: Ultimate Edition,Unplayable,Turnip 25.2.0 R4,Yuzu,-,Get perhaps 60 seconds of runtime then crashes,2025/1/7
Retroid Pocket 5,sd865,switch,Bravely Default II,Playable,Turnip 24.3.0 9v2,Sudachi,1,some fps dips and sound crackling,2025/1/6
Retroid Pocket 5,sd865,switch,Mario + Rabbids Sparks Of Hope,Unplayable,Turnip 24.3.0 9v2,Sudachi,1,Gets through the intro prompts but freezes before getting to the menu,2025/1/6
Retroid Pocket 5,sd865,switch,Rogue Heroes: Ruins Of Tasos,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.8,Sometimes crashes when I mess with controller setups mid-game,2025/1/6
Retroid Pocket 5,sd865,switch,Freedom Planet,Perfect,Qualcomm 0.746.0,Sudachi,1,Flawless,2025/1/5
Retroid Pocket 5,sd865,switch,Saints Row IV,Playable,Qualcomm 0.746.0,Citron,1.1.0,"System - 110%, Handheld mode, Rest your choice Graphic - 1X, Sync off, Bilinear (important), 25% FSR, AA off, AF Auto, DSC on, Max freq on, ASync shader Off, Urf off Audio - Auto Debug - ulkan, NCE, unsafe, CPU Debugging on, Fastmem on not Final, Work in progress, a bit Dark but still playable",2025/1/5
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Tears Of The Kingdom,Playable,Qualcomm 0.746.0,Citron,1.2.1,"System - 100% max Speed, Docked Mode(important), Rest your choice Graphic - Extreme, 1X, Sync Off, nearest neighbors, 25% FSR, AA Off, AF standart, 16:9, DSC On, Max freq On, ASync Shader On, URF Off Audio - cubeb Debug - ulkan, NCE, unsafe, CPU Debugging On, Fastmem On not Final, Work in progress",2025/1/5
Retroid Pocket 5,sd865,switch,The Legend of Zelda: Breath of the Wild,Great,Turnip 24.0.0-devel R12,Citron,1.6.0,"System - 100% max Speed, Handheld mode Graphic - 1X, Sync FIFO on, Scaleforce, 25% FSR, AA off, AF 16x, DSC on, Max freq on, ASync Shader on Audio - cubeb Debug - ulkan, NCE, unsafe, CPU Debugging On, Fastmem on GPU-Driver - Mesa Turnip 24.0.0-devel - R12 + Aggressive mode not Final, Work in progress, still ghosting in shrines",2025/1/5
Retroid Pocket 5,sd865,switch,Gta: San Andreas - Definitive Edition,Great,Turnip 24.3.0 9v2,Citron,1.0.8,"System - 100% max Speed, Handheld mode, Rest your choice Graphic - Extreme, 1X, Sync off, nearest neighbors, 25% FSR, AA off, AF standart, 16:9, DSC on, Max freq on, ASync Shader on, Urf off Audio - Auto Debug - ulkan, NCE, accurate, CPU Debugging on, Fastmem on not Final, work in progress, Runs good with some random crashes here and there",2025/1/5
Retroid Pocket 5,sd865,switch,Outer Wilds,Perfect,Turnip 24.3.0 9v2,Citron,1.1.15.1027,.75 | Force maximum clocks | Use asynchronous shaders. Once shaders complie it runs at full speed,2025/1/5
Retroid Pocket 5,sd865,switch,Senran Kagura Peach Ball,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.2,Fullspeed (30FPS) throughout. Never encountered any bugs or slowdowns.,2025/1/5
Retroid Pocket 5,sd865,switch,Thank Goodness You're Here!,Perfect,Turnip 24.3.0 9v2,Yuzu,1,-,2025/1/5
Retroid Pocket 5,sd865,switch,Diablo 2: Resurrected,Playable,Qualcomm 0.746.0,Citron,1.0.3.0,"You need the specific ""Offline file"" for your update-file to update the game. Install the ""Offline file"" as a mod. Load the exefs folder and it should install.",2025/1/4
Retroid Pocket 5,sd865,switch,Super Smash Bros Ultimate,Perfect,Qualcomm 682,Yuzu,1,Disk shader cache enabled Force maximum clocks enabled Use asynchronous shaders enabled (light stutters but gameplay is 60 fps),2025/1/4
Retroid Pocket 5,sd865,switch,Minecraft Dungeons,Playable,Turnip 24.3.0 9v2,Yuzu,1.17.0.0,"Audio crackles, unplayable for me, tried Sudachi and Suyu",2025/1/4
Retroid Pocket 5,sd865,switch,The Legend of Zelda: Breath of the Wild,Perfect,Turnip 24.1.0 R17,Yuzu,1.6.0,"""docked mode 0.75 x AMD fidelity FX FXAA disk shader cache force maximum clocks use asynchronous shaders on Shrine &amp; water fixed works perfectly for me in the Shrine""",2025/1/3
Retroid Pocket 5,sd865,switch,The Legend of Zelda: Breath of the Wild,Perfect,Turnip 24.1.0 R17,Yuzu,1.6.0,docked mode 1x AMD fidelity FX FXAA disk shader cache force maximum clocks use asynchronous shaders on Shrine &amp; water fixed works perfectly for me in the Shrine,2025/1/3
Retroid Pocket 5,sd865,switch,Trials Of Mana,Playable,Turnip 24.3.0 9v2,Citron,1.1.1,"Handheld Mode, Graphics Accuracy: High, Resolution: 0.75X, Sync mode: Immediate (Off), Audio: cubeb, CPU Accuracy: Accurate FPS can dip in towns, and in some cutscenes. Otherwise smooth most other places. Can be unstable initially.",2025/1/3
Retroid Pocket 5,sd865,switch,We Love Katamari Reroll+ Royal Reverie,Great,Turnip 24.3.0 9v2,Yuzu,1.0.2,Gameplay locked 30fps. Dipped only on loading screen.,2025/1/3
Retroid Pocket 5,sd865,switch,Yoku's Island Express ,Great,Turnip 24.3.0 9v2,Sudachi,1,-,2025/1/3
Retroid Pocket 5,sd865,switch,Spyro Reignited Trilogy,Great,Turnip 25.0.0 R5,Citron,1.01,"Docked Mode, Graphics Accuracy: High, Resolution: 0.75X, Sync mode: Immediate (Off), Audio: cubeb Prerendered cutscenes have no audio. Minor slowdown in parts.",2025/1/3
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Tears Of The Kingdom,Playable,Qualcomm 0.746.0,Suyu,1,Some lighting glitches but 25-30 fps consistently,2025/1/2
Retroid Pocket 5,sd865,switch,Hotline Miami 1 &amp; 2,Great,Turnip 24.3.0 9v2,Suyu,1,-,2025/1/2
Retroid Pocket 5,sd865,switch,Hue,Perfect,Turnip 24.3.0 9v2,Citron,1,-,2025/1/2
Retroid Pocket 5,sd865,switch,Hyper Light Drifter,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2025/1/2
Retroid Pocket 5,sd865,switch,Lego Builder's Journey,Perfect,Turnip 24.3.0 9v2,Citron,1,-,2025/1/2
Retroid Pocket 5,sd865,switch,Pixel Cup Soccer Ultimate Edition,Perfect,Turnip 24.3.0 9v2,Suyu,1,Perfect 60fps docked,2025/1/2
Retroid Pocket 5,sd865,switch,Red Wings American Aces,Great,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2025/1/2
Retroid Pocket 5,sd865,switch,Sky Rogue,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2025/1/2
Retroid Pocket 5,sd865,switch,The Last Campfire,Perfect,Turnip 24.3.0 9v2,Citron,1,-,2025/1/2
Retroid Pocket 5,sd865,switch,Tonight We Riot,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2025/1/2
Retroid Pocket 5,sd865,switch,Hyrule Warriors: Definitive Edition,Great,Turnip 24.3.0 9v2,Yuzu,1,"Game will crash randomly. Mostly in the first level, but the crashes are more rare past the first level. Save frequently from the start menu.",2025/1/1
Retroid Pocket 5,sd865,switch,Spelunky 2,Perfect,Turnip 24.3.0 9v2,Citron,1.27.0,"Debug &gt; CPU Backend &gt; Dynarmic …otherwise game doesn’t launch at all. Despite Dynarmic saying it is slow, it was running at 60fps.",2025/1/1
Retroid Pocket 5,sd865,switch,Super Mario Bros. Wonder,Perfect,Turnip 24.3.0 9v2,Citron,1.0.1,"This setup stopped the issue where loading an existing save would hard crash the RP5 (two users confirmed.) Citron builds e2808ec and c718cc2 work (other ersions might work too.) Change audio engine to cubeb to stop stuttering. Undocked performance is 60fps, docked hovers around ~50fps. Optional fps stabilizing mod acquired here: https://github.com/theboy181/switch-ptchtxt-mods/blob/main/Super%20Mario%20Bros.%20Wonder/%5B010015100B514000%5D/v1.0.0/Stabilize%20FPS.rar",2025/1/1
Retroid Pocket 5,sd865,switch,The Legend Of Zelda: Echoes Of Wisdom,Playable,Qualcomm 0.746.0,Citron,1.0.1,"Very playable bordering great using handheld mode, RP5 in Performance, graphics accuracy High, sync Immediate, window adapting filter FSR, disk shader cache/max clocks/async shaders all turned on. The mod ""Remove DOF/BLUR Proper"" (https://gamebanana.com/mods/544570) is a must. 20 FPS in new scenes and when in combat game is semi slow motion. In open world/cutscenes/dungeons 30-45 FPS. Played as far as entering the first rift.",2024/12/31
Retroid Pocket 5,sd865,switch,Yoshi's Crafted World,Perfect,Turnip 24.3.0 9v2,Citron,8128,Any Yuzu clones should work. Just need Graphics-&gt;Accuracy level-&gt;Extreme. It will get a bit hotter. Set the fan to Smart.,2024/12/31
Retroid Pocket 5,sd865,switch,Baldur's Gate And Baldur's Gate II: Enhanced Editions,Perfect,Turnip 24.3.0 9v2,Sudachi,1.0.4,Runs wonderfully,2024/12/30
Retroid Pocket 5,sd865,switch,Borderlands 2,Perfect,Turnip 24.3.0 9v2,Yuzu,2921,Yuzu with this particular ersion only. Other ersions will be stuck on intro. Run perfect 30fps.,2024/12/30
Retroid Pocket 5,sd865,switch,Flynn Son Of Crimson,Perfect,Turnip 24.3.0 9v2,Sudachi,1,Didn’t play to completion yet but it plays perfectly in the beginning,2024/12/30
Retroid Pocket 5,sd865,switch,Metallic Child,Unplayable,Turnip 24.3.0 9v2,Suyu,1,"Doesn't load at all, tried with several emulators",2024/12/30
Retroid Pocket 5,sd865,switch,Pokemon Mystery Dungeon DX,Perfect,Turnip 24.3.0 9v2,Yuzu,1.0.2,Using Uzuy emulator,2024/12/30
Retroid Pocket 5,sd865,switch,Portal,Perfect,Turnip 24.3.0 9v2,Citron,1.0.2,-,2024/12/30
Retroid Pocket 5,sd865,switch,Rocket League,Perfect,Turnip 24.3.0 9v2,Sudachi,2.0.1,-,2024/12/30
Retroid Pocket 5,sd865,switch,S.T.A.L.K.E.R.: Call Of Prypiat,Unplayable,Turnip 24.3.0 9v2,Sudachi,1.0.2,Won't start no matter what settings I play with,2024/12/30
Retroid Pocket 5,sd865,switch,S.T.A.L.K.E.R.: Clear Sky,Unplayable,Turnip 24.3.0 9v2,Sudachi,1.0.2,Won't start no matter what settings I play with,2024/12/30
Retroid Pocket 5,sd865,switch,The Plucky Squire,Playable,Turnip 24.3.0 9v2,Citron,1.0.4,"FAR from perfect - playable but not an enjoyable experience. Works around 30 FPS on the 2D sections, but an hour in the game jumps to 3D and the framerate tanks to 10-20 FPS.",2024/12/30
Retroid Pocket 5,sd865,switch,Sanabi,Great,Qualcomm 0.746.0,Suyu,1,40fps docked,2024/12/29
Retroid Pocket 5,sd865,switch,Stardew Valley,Perfect,Qualcomm 0.746.0,Citron,1.6.9.37,Perfect 60 fps,2024/12/29
Retroid Pocket 5,sd865,switch,30xx,Perfect,Turnip 24.3.0 9v2,Suyu,1,perfect,2024/12/29
Retroid Pocket 5,sd865,switch,Anomaly Agent,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps,2024/12/29
Retroid Pocket 5,sd865,switch,Ape Out,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2024/12/29
Retroid Pocket 5,sd865,switch,Arcade Tanks World: Tank Battle Simulator,Great,Turnip 24.3.0 9v2,Suyu,1,60fps,2024/12/29
Retroid Pocket 5,sd865,switch,Butcher,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2024/12/29
Retroid Pocket 5,sd865,switch,Bzzzt,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps fun game!,2024/12/29
Retroid Pocket 5,sd865,switch,Clubhouse Games,Perfect,Turnip 24.3.0 9v2,Yuzu,1,Runs well in Standard performance mode,2024/12/29
Retroid Pocket 5,sd865,switch,Death Elevator 2,Unplayable,Turnip 24.3.0 9v2,Suyu,1,Wont start,2024/12/29
Retroid Pocket 5,sd865,switch,Drone Pilot: Extreme Flight Simulator,Great,Turnip 24.3.0 9v2,Suyu,1,60fps,2024/12/29
Retroid Pocket 5,sd865,switch,Elsie,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps,2024/12/29
Retroid Pocket 5,sd865,switch,Empty Shell,Unplayable,Turnip 24.3.0 9v2,Suyu,1,Crashes launcher,2024/12/29
Retroid Pocket 5,sd865,switch,Fortress S,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps,2024/12/29
Retroid Pocket 5,sd865,switch,Grandia HD Collection,Unplayable,Turnip 24.3.0 9v2,Yuzu,1.0.3,Black screen at the start and stay stuck like that. Try on other emulators for the same result,2024/12/29
Retroid Pocket 5,sd865,switch,Huntdown,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps,2024/12/29
Retroid Pocket 5,sd865,switch,Jet Lancer,Playable,Turnip 24.3.0 9v2,Suyu,1,Does not start on suyu but works perfect at 30fps on yuzu docked,2024/12/29
Retroid Pocket 5,sd865,switch,Kanjozoku 2,Unplayable,Turnip 24.3.0 9v2,Suyu,1,Cant get passes loading screen docked,2024/12/29
Retroid Pocket 5,sd865,switch,Neckbreak,Great,Turnip 24.3.0 9v2,Suyu,1,Runs great at 30fps docked,2024/12/29
Retroid Pocket 5,sd865,switch,Otxo,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2024/12/29
Retroid Pocket 5,sd865,switch,Pixel Retro Drift,Playable,Turnip 24.3.0 9v2,Suyu,1,"60fps, however crashes randomly",2024/12/29
Retroid Pocket 5,sd865,switch,Rebel Transmute,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2024/12/29
Retroid Pocket 5,sd865,switch,Return,Unplayable,Turnip 24.3.0 9v2,Suyu,1,wont launch,2024/12/29
Retroid Pocket 5,sd865,switch,Sclash,Playable,Turnip 24.3.0 9v2,Suyu,1,"30fps handheld, some stutters.",2024/12/29
Retroid Pocket 5,sd865,switch,ScourgeBringer,Perfect,Turnip 24.3.0 9v2,Suyu,1,60fps docked,2024/12/29
Retroid Pocket 5,sd865,switch,The Legend of Zelda: Breath of the Wild,Great,Turnip 24.3.0 9v2,Sudachi,1.6,"In shrines, I experienced some data moshing effects and some crashes but that all happened while fiddling with the settings so It needs more testing. Otherwise, the game is basically locked at 30 fps on the great plateau",2024/12/29
